case,vpc_uid
test_bid_request_geo_targeting_ctv_rtb26_country_canada_city_toronto_valid,HGMTFAVRBL2IDBENLFTLQ5963G
test_bid_request_geo_targeting_for_country_argentina_pincode_5963_rtb25_invalid,IMUAAPNUOH4S9F55CRVC92E4UG
test_bid_request_geo_targeting_ctv_rtb23_country_brazil_valid,65JEMSU3OL51V9NBEF1SAMGVH4
test_bid_request_geo_targeting_for_country_usa_rtb25_valid,OCO6DIPRR530NC36PCTTJLGBMK
test_bid_request_geo_targeting_for_country_usa_kansas_dma_rtb22_valid,NL0AH4UQU10C3058IFDF1461DK
test_bid_request_geo_targeting_ctv_rtb22_country_canada_state_ontario_city_toronto_postalcode_M6H_valid,8G7BKQ1J957153LQD0PKI7GIQ8
test_bid_request_geo_targeting_ctv_rtb23_country_canada_state_ontario_city_toronto_postalcode_M6H_valid,PHN0PVCMTD65JBGCVMBEMF2P4S
test_bid_request_geo_targeting_for_country_usa_kansas_postal_code_66047_rtb23_valid,AH2AGE59Q953F15872KT5EHNP0
test_bid_request_geo_targeting_for_country_argentina_rtb24_invalid,GBU056O9D5243F02JC4MIL219O
test_bid_request_geo_targeting_for_country_usa_kansas_rtb26_negative,4JNPQSUPAT0CHBSTEFCLF468AO
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_city_villadelrosario_pincode_5963_rtb23_invalid,OMQQS3GD8L69VDDE1O6KAB4V4C
test_bid_request_geo_targeting_for_country_usa_rtb23_valid,OFU48J4POD6LTF249ICS73AU4C
test_bid_request_geo_targeting_for_country_argentina_city_villadelrosario_rtb25_invalid,FJJ55SUK3H6L99IIUFA1P7AKR4
test_bid_request_geo_targeting_ctv_rtb23_country_brazil_state_bahia_valid,3CVMQMOS5L4UHFRDBCE2R6F878
test_bid_request_geo_targeting_for_country_argentina_pincode_cordoba_5000_rtb22_valid,3Q6AT9KV156NF35EKQFGJNBN7G
test_bid_request_geo_targeting_ctv_rtb25_country_mexico_state_jalisco_valid,FAGVJBD2MD0OJ8FPLMHB6CC9US
test_bid_request_geo_targeting_for_country_argentina_pincode_5963_rtb22_invalid,L0P40HUBJH70LCI08V5PONGA4C
test_bid_request_geo_targeting_ctv_rtb25_country_canada_negative,I40QC4P09L1EH0D62CG4QGN8FS
test_bid_request_geo_targeting_ctv_rtb25_country_mexico_valid,7E8DDA8KCH3KV46ML4A69TQFKK
test_bid_request_geo_targeting_for_country_argentina_rtb23_invalid,RKQ3Q48T550B7D1T24EII45JTS
test_bid_request_geo_targeting_ctv_rtb23_country_canada_state_ontario_valid,999P06LUSH6UF4SG3AVE83F7HS
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_pincode_5963_rtb26_invalid,BILMDQ8V3H6Q3AR6T4FHOVD1QC
test_bid_request_geo_targeting_for_country_argentina_pincode_villadelrosario_5963_rtb26_invalid,FA6AGEBOOH45T35875SC9U2U5G
test_bid_request_geo_targeting_ctv_rtb23_country_mexico_state_jalisco_city_guadalajara_valid,17I65OSUFT5NV932SEF7VIRV7G
test_bid_request_geo_targeting_ctv_rtb23_country_mexico_valid,54PRKQ8FKP099CTQD47QDG4KES
test_bid_request_geo_targeting_ctv_rtb22_country_canada_city_toronto_negative,3G99J31QO923N4KPHGTC511RV8
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_city_villadelrosario_rtb24_invalid,FDIMHPDN8512F9B8SMRK3GH7EK
test_bid_request_geo_targeting_ctv_rtb22_country_canada_state_ontario_city_toronto_postalcode_M6H_negative,UP5CQB7SBT5IN2MD5JU5UMPB6O
test_bid_request_geo_targeting_for_country_argentina_rtb25_invalid,PNN3LMDU3D6BFBHQR6V1NR5NNS
test_bid_request_geo_targeting_for_country_argentina_pincode_5963_rtb26_valid,CRM34DU6EP5RLB1I6V37CITQG0
test_bid_request_geo_targeting_for_country_usa_kansas_lawrence_rtb22_valid,PR8MV39JD92AV4BFHKPMLT5FTS
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_pincode_5963_rtb26_valid,F0JPTHUS8D4B39SUOVE46Q5HH4
test_bid_request_geo_targeting_for_country_usa_kansas_postal_code_66047_rtb26_negative,NSREBDLVDH7JPDN5MQVMONPS24
test_bid_request_geo_targeting_for_country_usa_kansas_lawrence_rtb24_valid,HFITRRNFKP4759ETTRNQCE3IN4
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_city_villadelrosario_pincode_5963_rtb22_valid,R2EIS4645114379E2322GOI1R4
test_bid_request_geo_targeting_ctv_rtb22_country_mexico_state_jalisco_negative,LIHVJBAO6T1H18VPLLC3FSOGJO
test_bid_request_geo_targeting_for_countries_argentina_states_cordoba_rtb26_valid,SQ71RVN47L5VT3GTVRI3QUVUB8
test_bid_request_geo_targeting_for_country_argentina_city_villadelrosario_rtb23_invalid,LQ4P4U8QI53292CIF4D92PH4ES
test_bid_request_geo_targeting_for_country_argentina_pincode_villadelrosario_5963_rtb24_invalid,LPU5JN9SQ54TVF2PRKUD32EV80
test_bid_request_geo_targeting_for_country_usa_kansas_postal_code_66047_rtb24_valid,4HDO8US9PT4C76S4FE4SV263A4
test_bid_request_geo_targeting_for_countries_canada_states_ontario_rtb23_invalid,DMT07E6TFP1OBEG3N3ENSGS5CK
test_bid_request_geo_targeting_for_country_argentina_pincode_cordoba_5000_rtb26_invalid,IUNFJTQ769161BNPUT3J5SJ00O
test_bid_request_geo_targeting_ctv_rtb22_country_canada_state_ontario_negative,MD72HK6J0T6SD3H8Q39GFFE6BC
test_bid_request_geo_targeting_for_country_usa_kansas_lawrence_rtb26_valid,LDQCV5C3O15DVD6FIM1S0EMV1S
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_pincode_5963_rtb25_invalid,5BSVM5F7F90FDEFR2NJNKO7M7G
test_bid_request_geo_targeting_ctv_rtb25_country_canada_state_ontario_valid,PC33NIV9H52CV1HRPFKOIH6FQK
test_bid_request_geo_targeting_for_countries_argentina_states_cordoba_rtb24_invalid,K21UO65NQ94HV0VC32RT5U8VEO
test_bid_request_geo_targeting_for_country_argentina_pincode_villadelrosario_5963_rtb24_valid,OCG73VKEB95P183HVQ75LMSGB4
test_bid_request_geo_targeting_for_countries_canada_states_ontario_rtb23_valid,F9UAH4F9RT3JPF58I7KTV1PS9O
test_bid_request_geo_targeting_ctv_rtb23_country_mexico_negative,J86LCPDH4T3R53AMCMOIFLTIP4
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_rtb26_valid,THO1RSOSMD1E1C0TUCEB64N0M4
test_bid_request_geo_targeting_ctv_rtb25_country_canada_state_ontario_city_toronto_postalcode_M6H_valid,FNFDETCKQL1LP7MNEMADA4QSIS
test_bid_request_geo_targeting_for_country_argentina_city_villadelrosario_pincode_5963_rtb23_valid,PRPA677NCT2FJCL33JRMFT7PV4
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_pincode_5963_rtb22_valid,UIEDVT40B155L76VUI05GUIQU0
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_city_villadelrosario_pincode_5963_rtb25_invalid,E6B6KHPDBD6EN5JA8SMLMN7B18
test_bid_request_geo_targeting_for_country_argentina_pincode_cordoba_5000_rtb23_valid,CJBKUEN47T09P5QF7BI3VG4S30
test_bid_request_geo_targeting_for_country_usa_kansas_dma_rtb26_valid,E6MLVJI7KD2QDBAVPP3Q79D650
test_bid_request_geo_targeting_ctv_rtb24_country_canada_valid,97VFCKQ3FH2O5FNMAD1NOHC290
test_bid_request_geo_targeting_for_country_argentina_city_villadelrosario_pincode_5963_rtb26_invalid,HU6ET6FIV97QH37EJ7PFK7T8T0
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_city_villadelrosario_pincode_5963_rtb25_valid,SC8MNJ80B92DF4BBPK05L56NKO
test_bid_request_geo_targeting_for_country_usa_kansas_lawrence_rtb22_negative,4C4A8I8EMP1OR254947BDOSDLK
test_bid_request_geo_targeting_for_country_usa_rtb26_valid,QQ8UK0K3951QN4FA0A1KI4TBDG
test_bid_request_geo_targeting_ctv_rtb26_country_mexico_state_jalisco_city_guadalajara_valid,4VVR935TND4CRFTKHIURM66DU4
test_bid_request_geo_targeting_for_country_argentina_pincode_5963_rtb24_valid,NSN8LDA7MH6QNBKAML3R8FDBCO
test_bid_request_geo_targeting_for_country_argentina_city_villadelrosario_pincode_5963_rtb23_invalid,MADSSNRBH127N6UEBTLOG53R5O
test_bid_request_geo_targeting_for_countries_canada_states_ontario_rtb22_valid,DORBBEFU5T4MVDLLN7V2U2BFV0
test_bid_request_geo_targeting_for_country_argentina_pincode_cordoba_5000_rtb25_invalid,ODEK7C6RUH4HL7A3M3DV8U8QP4
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_pincode_5963_rtb23_valid,IHUM4F0LLD36VFB27GAQNDJF6S
test_bid_request_geo_targeting_for_countries_argentina_states_cordoba_rtb23_invalid,JE0HPC2IHP75T08SM198SBIUTO
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_pincode_5963_rtb24_valid,JEC4GL67FL13P628AJ3NR0HSOC
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_pincode_5963_rtb22_invalid,J6LNC99VO57UPARM4KVS2NVCRC
test_bid_request_geo_targeting_for_country_argentina_city_villadelrosario_pincode_5963_rtb24_valid,DALDHDCT6H1JTAMOMMEJ9SPUUC
test_bid_request_geo_targeting_for_country_argentina_pincode_cordoba_5000_rtb26_valid,46PORBL80T4H9CSDLQK0E28K4G
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_rtb22_valid,6QB9M4NQ6L31B5KR2BT3B1GL34
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_pincode_5963_rtb24_invalid,D9EEV8HOD159H77FK8S6G2KOL4
test_bid_request_geo_targeting_for_country_usa_kansas_dma_rtb22_negative,T9F3PVSHUL2DV7HSVU8VAT6VT0
test_bid_request_geo_targeting_ctv_rtb25_country_brazil_negative,4MQ2QR4D8T3JPD1DDI6KETPS5O
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_pincode_5963_rtb25_valid,J77J217BCL08D3PH0JLMAG46IC
test_bid_request_geo_targeting_for_country_usa_kansas_postal_code_66047_rtb23_negative,VPR58JLMR52CHDIK9QRDIT68PS
test_bid_request_geo_targeting_for_country_usa_kansas_lawrence_rtb25_negative,Q9VGSALSE544VFOE5AU72M2FMG
test_bid_request_geo_targeting_ctv_rtb22_country_canada_city_toronto_valid,8BH5P22S517S58ISH1E2HNU274
test_bid_request_geo_targeting_for_country_usa_kansas_lawrence_rtb26_negative,S1HSO7F90D6CP8UC3NKG676C9S
test_bid_request_geo_targeting_ctv_rtb22_country_mexico_valid,061UT8H92L28N0VEK8KHAL4BQ8
test_bid_request_geo_targeting_for_country_usa_kansas_rtb22_valid,NPICBJOE195MT965PS70KQRE7S
test_bid_request_geo_targeting_for_country_usa_kansas_postal_code_66047_rtb22_negative,BK4UG3CR7H4SR2F81MDJPAEDOG
test_bid_request_geo_targeting_ctv_rtb24_country_brazil_state_bahia_valid,2T73F38OQ50LD3HNHKCD3SAM54
test_bid_request_geo_targeting_ctv_rtb26_country_canada_state_ontario_city_toronto_postalcode_M6H_valid,GAVOAQEF415UBFS5D77I1QV55G
test_bid_request_geo_targeting_for_country_argentina_city_villadelrosario_pincode_5963_rtb22_valid,A4BSIR1GMP5415U9DGOBD6I0AK
test_bid_request_geo_targeting_for_country_argentina_pincode_cordoba_5000_rtb22_invalid,A7BQM2BQ6H1135TB15T384GHPO
test_bid_request_geo_targeting_ctv_rtb25_country_brazil_valid,7CJFGN7FFH5OB9NOBJNNP2S5JG
test_bid_request_geo_targeting_ctv_rtb23_country_mexico_state_jalisco_valid,JTPEHG5DMD2ULCN8O2MR7DFA00
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_rtb23_invalid,7JT569HIG13S1EIJ4OP80PU04O
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_city_villadelrosario_pincode_5963_rtb26_valid,5NVL47TLPT5FPFQI3UQSV2NSG4
test_bid_request_geo_targeting_for_country_usa_kansas_dma_rtb26_negative,2MEA7T1RO93HH753UGTS4HOOJ8
test_bid_request_geo_targeting_for_country_argentina_city_villadelrosario_rtb25_valid,KO0U9OGJU908T0F4S89V4K4EBG
test_bid_request_geo_targeting_ctv_rtb26_country_canada_city_toronto_negative,PR9GTQT3DL6BD4OETEHMQV5MMK
test_bid_request_geo_targeting_ctv_rtb23_country_brazil_state_bahia_negative,B88T9GH3BP7PJ4EKO8HLS7SPEK
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_city_villadelrosario_rtb25_invalid,5UGGF23IOL2U9887H1PCB5F430
test_bid_request_geo_targeting_for_country_argentina_pincode_5963_rtb22_valid,RLKR9HEE6D17DADKON737CJMDS
test_bid_request_geo_targeting_for_country_usa_rtb25_negative,2P1ICPMBGL17N0P6CR5OB8JRDC
test_bid_request_geo_targeting_for_country_usa_kansas_rtb24_negative,QMDC46EQC912F6M237D654H7UG
test_bid_request_geo_targeting_for_country_argentina_state_cordoba_city_villadelrosario_rtb25_valid,JI3KH5CL4H0PD1Q8IMAI94CM6K
test_bid_request_vast_imp_exp_rtb25,CPA681KTK557L5340QEQ3EJQ60
test_bid_request_vast_imp_exp_rtb24,07IH3229VD4VN98HH14VNUFRSC
test_bid_request_vast_imp_exp_rtb26,ICC6BAC4K124F635L62A1D27V0
test_media_device_targeting_desktop_bid_request_ctv_rtb26_negative,PJB0SH97QT5IV5GE8KJTFMPFI4
test_media_device_targeting_ConnectedTV_bid_request_ctv_rtb24_valid,IFB7E8T4AL4BV5JN4EI5AU5VIC
test_media_device_targeting_TABLET_bid_request_ctv_rtb22_valid,TUD4AQLKVP63F6I5DAQFSJ1NMO
test_media_device_targeting_ConnectedTV_bid_request_ctv_rtb25_valid,TQORNJPC196AJCDRPSM0K359KK
test_media_device_targeting_TABLET_bid_request_ctv_rtb26_valid,S391QLJ1S51P94GTAPGU2SSKSO
test_media_device_targeting_ConnectedTV_bid_request_ctv_rtb24_negative,EFSE6I707L68PE7393G3Q34C3C
test_media_device_targeting_ConnectedTV_bid_request_ctv_rtb23_negative,7NQP62ULE52CDDCJ1FAN3D66U8
test_media_device_targeting_ConnectedTV_bid_request_ctv_rtb23_valid,AE43GKAPVL7UL21OA5CVRFVA6K
test_media_device_targeting_SMARTPHONE_bid_request_ctv_rtb23_negative,EA25NBGMVH67F12RLOBFO73N84
test_media_device_targeting_TABLET_bid_request_ctv_rtb25_valid,LI61MKCVAT4LF30RA6FLFIANQC
test_media_device_targeting_TABLET_bid_request_ctv_rtb26_negative,N6LJUA8OIT2UTAPV54C9FTFEU0
test_media_device_targeting_desktop_bid_request_ctv_rtb24_negative,B8TLNJ0EAL7JHEQRPG75BJPO2G
test_media_device_targeting_ConnectedTV_bid_request_ctv_rtb22_negative,C5RM77SFL57KBDR3JU7QJNQ5G0
test_media_device_targeting_ConnectedTV_bid_request_ctv_rtb22_valid,C57GN26DSH4B93OBH36U965KI8
test_media_device_targeting_desktop_bid_request_ctv_rtb25_valid,98KLAAGAPL42JAAL585CRM197K
test_media_device_targeting_SMARTPHONE_bid_request_ctv_rtb26_negative,HEN1411EO52VTBGI0GNC3PFUMG
test_media_device_targeting_SMARTPHONE_bid_request_ctv_rtb24_valid,UJCKICM1697RB6A96B0J4FTLFS
test_media_device_targeting_desktop_bid_request_ctv_rtb24_valid,QAAIEGRQS55435978DTE3AI1KC
test_media_device_targeting_SMARTPHONE_bid_request_ctv_rtb26_valid,B4E593S0OD7UN72KHU0C7RVB6G
test_media_device_targeting_SMARTPHONE_bid_request_ctv_rtb22_valid,5H2UQ6M69L2TD1FD3B34R1EMH4
test_media_device_targeting_desktop_bid_request_ctv_rtb26_valid,GEK9T0GR3P24DA4UG8DHSH260S
test_media_device_targeting_TABLET_bid_request_ctv_rtb23_negative,HUJPJUUM6L48F9SPVFB3AA479S
test_media_device_targeting_desktop_bid_request_ctv_rtb22_negative,M8OKEPJCL95Q3CA7CPMAKQT124
test_media_device_targeting_ConnectedTV_bid_request_ctv_rtb25_negative,HGFBL9JI0547R7LQKPP02E3TD8
test_media_device_targeting_TABLET_bid_request_ctv_rtb24_valid,KQDK2POJ9977J6Q1CS9KKJJPPS
test_media_device_targeting_ConnectedTV_bid_request_ctv_rtb26_valid,N4R12OVFA16UNDGHCFNL17FB8C
test_media_device_targeting_SMARTPHONE_bid_request_ctv_rtb22_negative,KOI0HNCR8H7FF908RMDK8JNNVK
test_media_device_targeting_desktop_bid_request_ctv_rtb25_negative,9EAO7PC37170N5C3SM1JGBGB84
test_media_device_targeting_SMARTPHONE_bid_request_ctv_rtb23_valid,RO95EU42LL2L14INF21AQLAGBO
test_media_device_targeting_desktop_bid_request_ctv_rtb23_negative,4R8UUBT18D0PL4FF5UGK68CQ6C
test_media_device_targeting_ConnectedTV_bid_request_ctv_rtb26_negative,8VUJ1FF27T79HF9GNNH3VVKOH0
test_media_device_targeting_desktop_bid_request_ctv_rtb23_valid,HGPOQCNDM120LCSD6BMR1P0A3S
test_media_device_targeting_SMARTPHONE_bid_request_ctv_rtb25_negative,2FJEAACNQT72T9N556BTFNHE70
test_media_device_targeting_TABLET_bid_request_ctv_rtb22_negative,ALEDPG6HHH7FF76SO38OOVNNN0
test_media_device_targeting_SMARTPHONE_bid_request_ctv_rtb25_valid,G9LMTAOH2L2F3ARELC8HA97HKK
test_media_device_targeting_TABLET_bid_request_ctv_rtb24_negative,7THIM7798114B8PB3JKK0GI5G4
test_media_device_targeting_SMARTPHONE_bid_request_ctv_rtb24_negative,4KEH8C43SP1E378K621UDGN1TO
test_media_device_targeting_desktop_bid_request_ctv_rtb22_valid,8N83A2JBI96HN41L19LP4B8RDO
test_media_device_targeting_TABLET_bid_request_ctv_rtb25_negative,GON569M02T3SLBIJ4R01FPUA30
test_media_device_targeting_TABLET_bid_request_ctv_rtb23_valid,E77P5C1LDP3BH3SIM0QMT9LOAC
test_bid_request_smartphone_device_info_rtb23,EQDCVPGGLD1TV6MFSO8AMKUVAO
test_bid_request_smartphone_device_info_rtb22,SAN22T2BCD7VHBH1EH5M67VON0
test_bid_request_ConnectedTV_device_info_rtb22,CO2P5VDTST6BB1CIVMUUEF5LQ8
test_bid_request_desktop_device_info_rtb26,0PNG81RGHT64LBO40TO8U72ACC
test_bid_request_desktop_device_info_rtb25,RKLMDG17QH0NJAR6O0JT9SBP4K
test_bid_request_tablet_device_info_rtb22,ASEUIDNV0T7K17F96RVGFRQ01G
test_bid_request_tablet_device_info_rtb25,QSTFKEPBHP1KJENQ7CLOTCQ9US
test_bid_request_ConnectedTV_device_info_rtb24,4EACSE3GLH0HF56E71OAOC8NI0
test_bid_request_smartphone_device_info_rtb25,4KJ98VKM7H3SN9KKFQB3O5UBCK
test_bid_request_ConnectedTV_device_info_rtb23,LB9CCC62MT30F4M6631BFLG73S
test_bid_request_desktop_device_info_rtb24,ALA2H4L7I95GB518IAJP4MO5Q4
test_bid_request_desktop_device_info_rtb22,86A6D38K6T3T1536HKA3FLUGIS
test_bid_request_tablet_device_info_rtb26,8QCU60H18H79R6F308GK8BKTBG
test_bid_request_tablet_device_info_rtb23,6AO44CL05130LC226AG2HTGAU0
test_bid_request_smartphone_device_info_rtb24,92U3IA263T0QJF1P5131V0D9JG
test_bid_request_smartphone_device_info_rtb26,SSV98DIVVP7PVFKK6PFVTVSVQK
test_bid_request_tablet_device_info_rtb24,1TR8C5FN5H5PJDK62NRIP2SP8G
test_bid_request_ConnectedTV_device_info_rtb25,QUBCCT03LD7RL5M6EG1QN7TQIS
test_bid_request_ConnectedTV_device_info_rtb26,ITJH7VK81P2IV9OJVQ40S59F34
test_bid_request_desktop_device_info_rtb23,GT5K1PD3PD6TR2Q0SMHSNJET7K
test_bid_request_ctv_coppa_0_rtb25,FN7MI8C02947J3R946014A3P0S
test_bid_request_ctv_coppa_1_rtb22,4TQ1GHMJTH11FD0O8R9UPCGNE4
test_bid_request_ctv_coppa_2_rtb23,EBMIN93QI91MHB9BKHT95CR8B8
test_bid_request_ctv_coppa_0_rtb24,GPJQ4L5GIH6TJ9T2AIO98FEPLO
test_bid_request_ctv_us_privacy_california_1YYY_rtb26,1VUR2SVEN92NJFDHEFNBK5BPNC
test_bid_request_ctv_us_privacy_california_1NNN_rtb26,DI0AMLCGFT3T905BAM87V9UKV4
test_bid_request_ctv_us_privacy_virginia_1YYY_rtb22,301QNGGD2L7JL0TBO86HBBPQ5G
test_bid_request_ctv_us_privacy_california_1YYY_rtb24,P8HU37SGK54T58V1JU8A3QEIF8
test_bid_request_ctv_us_privacy_california_1YYY_rtb22,0QN1S9ELU974JBGU4NAV5RI9HK
test_bid_request_ctv_us_privacy_virginia_1YYY_rtb26,0HARUGPJVH3GJ5DV8CPVOLO95O
test_bid_request_ctv_coppa_2_rtb22,IL4I3KL7P150V291QAJSHQGF80
test_bid_request_ctv_imp_exp_rtb24,22HVVTT9KL6198VVUUKQB30KTC
test_bid_request_ctv_coppa_1_rtb26,H4I7KGT4AL1CN93Q8EI5BOMBV8
test_bid_request_ctv_coppa_2_rtb25,9CNJBUJQ2565LBPLV9T13V2QQO
test_bid_request_ctv_us_privacy_california_1YYY_rtb25,I55OH37CHT7Q92S8HJM8V7T4V8
test_bid_request_ctv_coppa_2_rtb26,JI5I8MEGEL5KR2P4B787BUQD7K
test_bid_request_ctv_rtb26,TRSOGB6J2H39BEC85J9H8LKLIG
test_bid_request_ctv_coppa_0_rtb26,9FJD9E35R56U19MKN1ITIVF06C
test_bid_request_ctv_coppa_2_rtb24,C08QNNSFK50CT4DBRU7Q286EK8
test_bid_request_ctv_us_privacy_california_1YYY_rtb23,I17GNSB0MT1AP3OBU5GBF8LC14
test_bid_request_ctv_coppa_0_rtb22,A9037OKGP92SH01JSA8CKLE818
test_bid_request_ctv_us_privacy_california_notdefine_rtb26,1UF2M2NMOD4KT7HB1BRC6EAET0
test_bid_request_ctv_rtb22,OHA8HRL3LH1FR548TQHQPGNT3S
test_bid_request_ctv_us_privacy_california_1NNN_rtb25,P7DT5AAA411EF6UIL55218N7UK
test_bid_request_ctv_rtb23,6AH2J7J2RH5598H9JPHDPAIKT4
test_bid_request_ctv_rtb24,SRVNJ4QJ1D46PFRPID9GNM3CUC
test_bid_request_ctv_us_privacy_california_notdefine_rtb22,0QBJHBEE155S15POLN70J2U0QC
test_bid_request_ctv_us_privacy_virginia_1YYY_rtb23,KRINQAP9RH7QB9BT5CKTOJT5T0
test_bid_request_ctv_us_privacy_virginia_1YYY_rtb25,V3N68JS9HD7T7BJ49U4ONFUJA0
test_bid_request_ctv_us_privacy_california_1NNN_rtb22,65DS76PTJ10GN6U3JCUPHK8BI4
test_bid_request_ctv_us_privacy_california_notdefine_rtb24,H8VAP28QO557FFLCH4DC2AJN4K
test_bid_request_ctv_coppa_0_rtb23,GBI8A9P8KH5O59454SKA9US26K
test_bid_request_ctv_rtb25,GFVKRKFOA53HNFQDQ7S53LOR5K
test_bid_request_ctv_coppa_1_rtb25,LADIDTF5PL46F6P6UNISR237L0
test_bid_request_ctv_us_privacy_california_notdefine_rtb23,R3DT0H89013UT6UG8K4G1TVEM4
test_bid_request_ctv_imp_exp_rtb26,R7FOJ4VF2152R7S9IFNH1UHDQG
test_bid_request_ctv_us_privacy_california_notdefine_rtb25,1NB1FT6RFT54B5GNUJDNU2I5K8
test_bid_request_ctv_us_privacy_california_1NNN_rtb23,AHQL8JSK3H56VDAK9UA1O6JFTO
test_bid_request_ctv_us_privacy_california_1NNN_rtb24,AOPTKNUIQ52RFCUQBV9D39DNGK
test_bid_request_ctv_coppa_1_rtb24,LPJLR7S17T6R59QTJU0JVRDI54
test_bid_request_ctv_us_privacy_virginia_1YYY_rtb24,LCR0OQHU1L0RHDGCD8V0Q0DO3K
test_bid_request_ctv_imp_exp_rtb25,92UTGJ6Q2570JFEO9JD127G9S0
test_bid_request_ctv_coppa_1_rtb23,JQMEVVAGJ5767B7FVL89J3J328
test_high_nonguranteed_deal_wins_over_othernonguranteed,30G09PHEO95PH804SONC4ESORO
test_auction_open_first_price,J550R1OAR542T2GDGS5DIQ1EIC
test_open_auction_beats_non_guaranteed_deal,GES83UURAH7I3E41VFDL8FP15C
test_high_openbid_wins_over_otherlowOpenBids,HJSOQ2DC0L6PFECD16M0BVCNKC
test_high_guranteed_deal_wins_over_other_guranteed_and_other_deals,OFK182NIUT495A0K1BPFE64I44
test_high_guranteed_deal_wins_over_nonguranteed_and_open_deals,PJFVGJSBQL1T97VO9U5TA0UK4K
test_bid_request_pmp_object_private_auc_onedemand_rtb26,02U56OD94L2PNF2JC6KIA5CRIK
test_bid_request_pmp_object_private_auc_onedemand_rtb23,70QNH492D121BDBOI4H6H10LLG
test_bid_request_pmp_object_private_auc_onedemand_2seats1bidder_rtb24,RQJ9E8E7695TV9KN473J5QUVO4
test_bid_request_pmp_object_pvt_auc_twodemands_2bidders_rtb26,8M0Q5HQD9L4SL0D2OT6KRQEAFC
test_bid_request_pmp_object_private_auc_onedemand_rtb25,BT84VUJS7T1RF42FV9U3UOTNAS
test_bid_request_pmp_object_private_auc_onedemand_rtb22,SIR6QIC2BL6VDDJD9615Q3FM88
test_bid_request_pmp_object_pub_auc_twodemands_2bidders_rtb22,RSUNRIREC56MJFBTPDN63NB904
test_bid_request_pmp_object_public_auc_onedemand_rtb22,J2K8BUILAD65HA45V9AL7R2O9O
test_bid_request_pmp_object_public_auc_onedemand_rtb26,97DQNKKQ8D6M96TBQAD46NB45S
test_bid_request_pmp_object_private_auc_onedemand_2seats1bidder_rtb25,I1953E4L9L3Q94IHN2AKRDT424
test_bid_request_pmp_object_pvt_auc_twodemands_2bidders_rtb23,TBEH626K0D0QN78J13A078DBGG
